Client facturé - Numéro du client,Client facturé - Nom,Client facturé - Adresse 1,Client facturé - Ville,Client facturé - Code postal,Client facturé - Téléphone,Client livré à - Numéro du client,Client livré à - Nom,Client livré à - Adresse 1,Client livré à - Ville,Client livré à - Code postal,Client livré à - Téléphone,Numéro de taxe fédérale,Numéro de taxe provinciale,Numéro du vendeur,Mode de transport,Remarque,Sous-total sans taxe,Taxe fédérale,Taxe provinciale,Sous-total avec taxe ajoutée,Solde de la facture,Total à payer (avec taxes et escompte),Sous-total avec escompte,Numéro de la facture,Date de la facture,Note de crédit (T/F),Montant total d'escompte,Numéro de commande,Numéro de commande client,Montant fixe d'escompte général,Pourcentage d'escompte général,Niveau de taxe provinciale,Taux 1 de taxe provinciale,Numéro de G/L taxe provinciale taux 1,Montant d'encaissement comptant,Date d'encaissement comptant,Montant d'encaissement par carte,Date d'encaissement par carte,Nom de la carte de crédit,Numéro de carte,Date d'expiration de la carte,Numéro d'autorisation de la carte,Montant d'encaissement autre,Date d'encaissement autre,Mode de paiement autre,Détails supplémentaires enc. autre,Taux 1 de taxe fédérale,Taux 2 de taxe fédérale,Montant d'encaissement crédit flottant,Date d'encaissement crédit flottant,Montant de taxe fédérale incluse,Montant de taxe provinciale incluse,Facture imprimée (T/F),Taxe fédérale avant provinciale (O/N),Taxe fédérale après provinciale (O/N),Taxe provinciale après escompte (O/N),Montant fixe de taxe fédérale,Numéro de G/L taxe provinciale taux 2,Taux 2 de taxe provinciale,Montant de taxe provinciale taux 2,Montant de taxe provinciale incluse taux 2,Pourcentage de retenue,Taxe provinciale sur retenues taux 1,Taxe provinciale sur retenues taux 2,Taxe fédérale sur retenues,Numéro de projet,Montant de retenue sans taxe,Montant total de la retenue,Code d'identification,Montant de transport,Numéro de G/L transport,Date de vente ou d'échéance,Code de taxe prov. pour transport (0-2),Code de taxe féd. pour transport (0-3),Taxe prov. incluse pour transport (T/F),Taxe féd. incluse pour transport (T/F),Remboursement taxe fédérale,Remboursement taxe provinciale niveau 1,Remboursement taxe provinciale niveau 2,Montant de dépôt,Station,No du cpte ouvert original,Conditions de paiement,Devise étrangère,Numéro de référence EDI,Encaissements par DPA (T/F),Montant encaissé par DPA,Client facturé - Adresse 2,Client facturé - Code de province,Client facturé - Code de pays,Client livré à - Adresse 2,Client livré à - Code de province,Client livré à - Code de pays,Description autres frais,Numéro de grand livre autres frais,Pourcentage autres frais,Code taxe provinciale,Code taxe fédérale,Taxe incluse provinciale,Taxe incluse fédérale,Montant autres frais,Client facturé - Description autre province,Client livré à - Description autre province,Montant d'encaissement par chèque,Montant d'encaissement par carte de débit,Numéro de chèque du client,Date d'encaissement par chèque,Date d'encaissement par carte de débit,Montant de l'arrondissement,Usage interne,Usage interne,Usage interne,FFDEJA,FFGL1,FFGL2,FFGL3,FFGL4,FFDEBGL,FFCHQGL,HASDOC,FFACTID,HASCOLI,CRYPTED
9149-7818-,9149-7818 QUÉBEC INC. (CIE GESTION),"253, route 153",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,8612.67,430.63,859.11,9902.41,9902.41,9902.41,8612.67,004986,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022006,0.00,0.00,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,6ZTKXPRM6,FALSE,AVANTAGE
9149-7818-,9149-7818 QUÉBEC INC. (CIE GESTION),"253, route 153",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,1690.00,84.50,168.58,1943.08,1943.08,1943.08,1690.00,004987,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022012,0.00,0.00,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,IB69D5CNV,FALSE,AVANTAGE
9149-7818-,9149-7818 QUÉBEC INC. (CIE GESTION),"253, route 153",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,26957.15,1347.86,2688.98,30993.99,30993.99,30993.99,26957.15,004988,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019040,0.00,0.00,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,7XMLTJ7SK,FALSE,AVANTAGE
SOC-DEV-SH,SOCIETE DE DEVELOPPEMENT DE SHAWINIGAN,"1250, av. de la Station",Shawinigan,G9N 8K9,819-536-7211,,M E M E,,,,,,,,,,2954.20,147.71,294.68,3396.59,3396.59,3396.59,2954.20,004990,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022026,0.00,0.00,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,VH6EP6LAB,FALSE,AVANTAGE
RES-L-M---,MAISON FRANCOEUR,"830, rue Francoeur",St-Tite,G0X 3H0,418-365-5808,,M E M E,,,,,,,,,,94807.85,4740.39,9457.08,109005.32,109005.32,109005.32,94807.85,004991,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022018,0.00,0.00,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,WZIZ6EZXF,FALSE,AVANTAGE
CIUSSS-MCQ,CIUSSS MCQ,"243, 1re Rue de la Pointe",Shawinigan,G9N 1K2,819-536-7500,,M E M E,,,,,,,,,,10659.54,532.98,1063.29,12255.81,12255.81,12255.81,10659.54,004993,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000021020,0.00,0.00,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00883,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,FYH54UKNM,FALSE,AVANTAGE
SIX-PINTS-,SIX PINTS SPECIALITY BEER CO.,"139, Milll Street",Creemore,L0M 1G0,705-466-2240,,M E M E,,,,,,,,,,7939.82,396.99,792.00,9128.81,9128.81,9128.81,7939.82,004994,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022030,0.00,0.00,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00884,,,,FALSE,0.00,,ON,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,IXRYHN3ON,FALSE,AVANTAGE
MERCIER-TG,MERCIER TGV INC.,"1220, de la Visitation",Champlain,G0X 1C0,,,M E M E,,,,,,,,,,192561.56,9628.08,19208.02,221397.66,221397.66,221397.66,192561.56,004995,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000021039,0.00,0.00,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00880,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,OGNQL0OXO,FALSE,AVANTAGE
CIUSSS-T-R,CIUSSS MCQ,"858, Terrasse-Turcotte",Trois-Rivières,G9A 5C5,,,M E M E,,,,,,,,,,201401.44,10070.07,20089.79,231561.30,231561.30,231561.30,201401.44,004997,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000021028,0.00,0.00,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,3,,,,,,,FALSE,,FALSE,AVANTAGE
ARBEC-BOIS,ARBEC BOIS D'OEUVRE INC.,"380, Route 159",St-Séverin,G0X 2B0,,,M E M E,,,,,,,,,,2275.00,113.75,226.93,2615.68,2615.68,2615.68,2275.00,004998,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022022,0.00,0.00,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00881,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,DVWT7WRRZ,FALSE,AVANTAGE
ARBEC-BOIS,ARBEC BOIS D'OEUVRE INC.,"380, Route 159",St-Séverin,G0X 2B0,,,M E M E,,,,,,,,,,9984.46,499.22,995.95,11479.63,11479.63,11479.63,9984.46,004999,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022022,0.00,0.00,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00882,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,6LAM569V3,FALSE,AVANTAGE
LIBERE-TOI,APPARTEMENTS LIBERE-TOIT (LES),"753, boul. Ducharme",La Tuque,G9X 3P2,,,M E M E,,,,,,,,,,466455.47,23322.77,46528.93,536307.17,482676.45,536307.17,466455.47,005002,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,4652.89,0.00,2332.28,0000022005,46645.55,53630.72,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,3,,,,,,,FALSE,,FALSE,AVANTAGE
AGT-------,9146-7688 QUÉBEC INC.,"8800, boul. Parent",Trois-Rivières,G9A 5E1,819-693-9682,,M E M E,,,,,,,,,,83075.31,4153.77,8286.76,95515.84,85964.25,95515.84,83075.31,005004,2022/09/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,828.68,0.00,415.38,0000021013,8307.53,9551.59,,0.00,31900,2022/09/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00877,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,G6N4V0RRT,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,1454.48,72.72,145.08,1672.28,1672.28,1672.28,1454.48,004975,2022/10/01,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/01,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00868,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,GB5YGCK0L,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,5423.64,271.18,541.01,6235.83,6235.83,6235.83,5423.64,005013,2022/10/01,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/01,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00865,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,UXDKQ6XKF,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,1892.23,94.61,188.75,2175.59,2175.59,2175.59,1892.23,005014,2022/10/01,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/01,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00866,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,6782ABGMT,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,2278.65,113.93,227.30,2619.88,2619.88,2619.88,2278.65,005015,2022/10/01,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/01,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00869,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,BNYNCAG22,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,1723.19,86.16,171.89,1981.24,1981.24,1981.24,1723.19,005049,2022/10/01,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/01,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00867,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,OBMO46OLC,FALSE,AVANTAGE
ABI-------,ALUMINERIE DE BECANCOUR INC.,"5555, rue Pierre-Thibeault",Bécancour,G9H 2T7,819-383-1106,,M E M E,,,,,,,,,,7458.56,372.93,743.99,8575.48,8575.48,8575.48,7458.56,004977,2022/10/05,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022011,0.00,0.00,,0.00,31900,2022/10/05,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00870,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,CMVRS7MBN,FALSE,AVANTAGE
CIUSSS-ADM,CIUSSS MCQ,"1455, boul. du Carmel  C.P. 11",Trois-Rivières,G8Z 3R7,819-378-5590,,M E M E,,,,,,,,,,65895.44,3294.77,6573.07,75763.28,75763.28,75763.28,65895.44,004978,2022/10/05,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022013,0.00,0.00,,0.00,31900,2022/10/05,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,ONE7AXLQR,FALSE,AVANTAGE
ABI-------,ALUMINERIE DE BECANCOUR INC.,"5555, rue Pierre-Thibeault",Bécancour,G9H 2T7,819-383-1106,,M E M E,,,,,,,,,,5083.21,254.16,507.05,5844.42,5844.42,5844.42,5083.21,004984,2022/10/08,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022011,0.00,0.00,,0.00,31900,2022/10/08,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00872,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,2L4QNJQL2,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,5333.96,266.70,532.06,6132.72,6132.72,6132.72,5333.96,005003,2022/10/08,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/08,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00887,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,DMZ234W6M,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,1658.17,82.91,165.40,1906.48,1906.48,1906.48,1658.17,005010,2022/10/08,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/08,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00873,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,M38GI8H9C,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,6404.63,320.23,638.86,7363.72,7363.72,7363.72,6404.63,005011,2022/10/08,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/08,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00874,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,G4X0U644E,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,4918.18,245.91,490.59,5654.68,5654.68,5654.68,4918.18,005012,2022/10/08,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/08,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00875,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,1UV1T3MKD,FALSE,AVANTAGE
KRUGER-WAY,KRUGER WAYAGAMACK L.P.,"1, Ile de la Poterie",Trois-Rivières,G9A 5E9,819-373-9230,,M E M E,,,,,,,,,,2137.96,106.90,213.26,2458.12,2458.12,2458.12,2137.96,004989,2022/10/15,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/15,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00879,,,,FALSE,0.00,C.P. 128,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,OQ0JN3GPY,FALSE,AVANTAGE
ABI-------,ALUMINERIE DE BECANCOUR INC.,"5555, rue Pierre-Thibeault",Bécancour,G9H 2T7,819-383-1106,,M E M E,,,,,,,,,,1047.03,52.35,104.44,1203.82,1203.82,1203.82,1047.03,004992,2022/10/15,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022011,0.00,0.00,,0.00,31900,2022/10/15,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00878,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,XQWKAO8EJ,FALSE,AVANTAGE
MAURECON--,MAURECON INC.,"825, rue Houssard",Trois-Rivières,G8T 9C1,819-375-7417,,M E M E,,,,,,,,,,848.90,42.45,84.68,976.03,976.03,976.03,848.90,004996,2022/10/15,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022033,0.00,0.00,,0.00,31900,2022/10/15,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,P8XNQEX4N,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,209.18,10.46,20.87,240.51,240.51,240.51,209.18,005016,2022/10/15,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000022001,0.00,0.00,,0.00,31900,2022/10/15,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-022,?00890,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:23.000,,0,0,,,,,,,FALSE,S55ESMZY3,FALSE,AVANTAGE
